,Rnk,Rider,Team,Age,Pnt,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking,Year,Month,Day
2490,38.00,14.00,28.00,30.00,3,41.00,0.00,1/29/2017,40.25 km/h,0.00,173.9 km,49,2017,1,29
2491,48.00,14.00,28.00,30.00,,11.00,1.00,3/5/2017,43.95 km/h,0.00,148.5 km,4,2017,3,5
2492,72.00,14.00,28.00,30.00,,11.00,2.00,3/6/2017,44.83 km/h,0.00,195 km,4,2017,3,6
2493,137.00,14.00,28.00,30.00,,11.00,3.00,3/7/2017,42.03 km/h,0.00,190 km,4,2017,3,7
2494,143.00,14.00,28.00,30.00,,11.00,4.00,3/8/2017,40.18 km/h,0.00,14.5 km,4,2017,3,8
2495,50.00,14.00,28.00,30.00,,11.00,5.00,3/9/2017,42.21 km/h,0.00,199.5 km,4,2017,3,9
2496,127.00,14.00,28.00,30.00,,11.00,6.00,3/10/2017,41.79 km/h,111.00,193.5 km,4,2017,3,10
2497,117.00,14.00,28.00,30.00,,11.00,7.00,3/11/2017,35.21 km/h,0.00,177 km,4,2017,3,11
2498,125.00,14.00,28.00,30.00,,11.00,8.00,3/12/2017,41.03 km/h,119.00,115.5 km,4,2017,3,12
2499,112.00,14.00,28.00,30.00,5,11.00,-1.00,3/12/2017,-,0.00,0 km,4,2017,3,12
2500,9.00,14.00,28.00,30.00,50,28.00,0.00,3/22/2017,42.46 km/h,0.00,203.4 km,32,2017,3,22
2501,0.00,14.00,28.00,30.00,,Record_Bank_20,0.00,3/24/2017,42.9 km/h,0.00,206.1 km,28,2017,3,24
2502,43.00,14.00,28.00,30.00,5,43.00,0.00,3/26/2017,44.06 km/h,0.00,249 km,23,2017,3,26
2503,92.00,14.00,28.00,30.00,5,3.00,0.00,4/2/2017,40.65 km/h,0.00,260 km,20,2017,4,2
2504,91.00,14.00,28.00,30.00,5,23.00,0.00,4/9/2017,45.2 km/h,0.00,257 km,26,2017,4,9
2505,55.00,14.00,28.00,30.00,3,46.00,0.00,7/30/2017,45.4 km/h,0.00,185.9 km,49,2017,7,30
2506,29.00,14.00,28.00,30.00,,25.00,1.00,8/7/2017,46.85 km/h,0.00,179.7 km,21,2017,8,7
2507,175.00,14.00,28.00,30.00,,25.00,2.00,8/8/2017,49.24 km/h,0.00,9 km,21,2017,8,8
2508,108.00,14.00,28.00,30.00,,25.00,3.00,8/9/2017,43.93 km/h,0.00,186 km,21,2017,8,9
2509,126.00,14.00,28.00,30.00,,25.00,4.00,8/10/2017,47.18 km/h,0.00,160.7 km,21,2017,8,10
2510,44.00,14.00,28.00,30.00,,25.00,5.00,8/11/2017,44.22 km/h,0.00,164.9 km,21,2017,8,11
2511,65.00,14.00,28.00,30.00,,25.00,6.00,8/12/2017,38.79 km/h,0.00,196.9 km,21,2017,8,12
2512,74.00,14.00,28.00,30.00,,25.00,7.00,8/13/2017,47.04 km/h,0.00,193.5 km,21,2017,8,13
2513,70.00,14.00,28.00,30.00,5,25.00,-1.00,8/13/2017,-,0.00,0 km,21,2017,8,13
2514,109.00,14.00,28.00,30.00,5,48.00,0.00,8/27/2017,40.9 km/h,0.00,239.7 km,8,2017,8,27
2515,69.00,14.00,28.00,30.00,5,49.00,0.00,9/8/2017,40.25 km/h,0.00,201.6 km,18,2017,9,8
2516,63.00,14.00,28.00,30.00,5,50.00,0.00,9/10/2017,38.27 km/h,0.00,205.7 km,18,2017,9,10
2684,0.00,15.00,32.00,23.00,,41.00,0.00,1/29/2017,40.25 km/h,0.00,173.9 km,49,2017,1,29
2685,186.00,15.00,32.00,23.00,,1.00,1.00,3/20/2017,40 km/h,0.00,178.9 km,18,2017,3,20
2686,171.00,15.00,32.00,23.00,,1.00,3.00,3/22/2017,36.78 km/h,128.00,188.3 km,18,2017,3,22
2687,0.00,15.00,32.00,23.00,,1.00,4.00,3/23/2017,43.59 km/h,0.00,134 km,18,2017,3,23
2688,32.00,15.00,32.00,23.00,3,44.00,0.00,5/1/2017,39.27 km/h,0.00,215.7 km,44,2017,5,1
2689,173.00,15.00,32.00,23.00,,5.00,1.00,6/4/2017,39.68 km/h,131.00,170 km,6,2017,6,4
2690,8.00,15.00,32.00,23.00,3,5.00,2.00,6/5/2017,40.41 km/h,0.00,171 km,6,2017,6,5
2691,9.00,15.00,32.00,23.00,2,5.00,3.00,6/6/2017,44.86 km/h,0.00,184 km,6,2017,6,6
2692,149.00,15.00,32.00,23.00,,5.00,4.00,6/7/2017,50.15 km/h,0.00,23.5 km,6,2017,6,7
2693,7.00,15.00,32.00,23.00,4,5.00,5.00,6/8/2017,42.94 km/h,0.00,175 km,6,2017,6,8
2694,159.00,15.00,32.00,23.00,,5.00,6.00,6/9/2017,39.36 km/h,285.00,145.5 km,6,2017,6,9
2695,0.00,15.00,32.00,23.00,,5.00,7.00,6/10/2017,35.39 km/h,0.00,167.5 km,6,2017,6,10
2696,0.00,15.00,32.00,23.00,,46.00,0.00,7/30/2017,45.4 km/h,0.00,185.9 km,49,2017,7,30
2697,88.00,15.00,32.00,23.00,5,62.00,0.00,8/20/2017,41.96 km/h,0.00,220.9 km,32,2017,8,20
2698,0.00,15.00,32.00,23.00,,48.00,0.00,8/27/2017,40.9 km/h,0.00,239.7 km,8,2017,8,27
2699,0.00,15.00,32.00,23.00,,49.00,0.00,9/8/2017,40.25 km/h,0.00,201.6 km,18,2017,9,8
2700,0.00,15.00,32.00,23.00,,50.00,0.00,9/10/2017,38.27 km/h,0.00,205.7 km,18,2017,9,10
2701,3.00,15.00,32.00,23.00,12,63.00,1.00,10/19/2017,46.02 km/h,0.00,107.4 km,46,2017,10,19
2702,83.00,15.00,32.00,23.00,,63.00,2.00,10/20/2017,41.99 km/h,0.00,156.7 km,46,2017,10,20
2703,13.00,15.00,32.00,23.00,,63.00,3.00,10/21/2017,46.46 km/h,0.00,125.4 km,46,2017,10,21
2704,49.00,15.00,32.00,23.00,,63.00,4.00,10/22/2017,44.56 km/h,0.00,151 km,46,2017,10,22
2705,81.00,15.00,32.00,23.00,,63.00,5.00,10/23/2017,41.83 km/h,0.00,212.2 km,46,2017,10,23
2706,69.00,15.00,32.00,23.00,3,63.00,-1.00,10/24/2017,-,0.00,0 km,46,2017,10,24
2707,12.00,15.00,32.00,23.00,,63.00,6.00,10/24/2017,44.53 km/h,0.00,168.1 km,46,2017,10,24
3072,140.00,17.00,1.00,35.00,,11.00,1.00,3/5/2017,43.95 km/h,0.00,148.5 km,4,2017,3,5
3073,122.00,17.00,1.00,35.00,,11.00,2.00,3/6/2017,44.83 km/h,0.00,195 km,4,2017,3,6
3074,158.00,17.00,1.00,35.00,,11.00,3.00,3/7/2017,42.03 km/h,0.00,190 km,4,2017,3,7
3075,57.00,17.00,1.00,35.00,,11.00,4.00,3/8/2017,40.18 km/h,0.00,14.5 km,4,2017,3,8
3076,142.00,17.00,1.00,35.00,,11.00,5.00,3/9/2017,42.21 km/h,0.00,199.5 km,4,2017,3,9
3077,65.00,17.00,1.00,35.00,,11.00,6.00,3/10/2017,41.79 km/h,111.00,193.5 km,4,2017,3,10
3078,62.00,17.00,1.00,35.00,,11.00,7.00,3/11/2017,35.21 km/h,0.00,177 km,4,2017,3,11
3079,62.00,17.00,1.00,35.00,5,11.00,-1.00,3/12/2017,-,0.00,0 km,4,2017,3,12
3080,24.00,17.00,1.00,35.00,,11.00,8.00,3/12/2017,41.03 km/h,119.00,115.5 km,4,2017,3,12
3081,149.00,17.00,1.00,35.00,,66.00,1.00,4/3/2017,40.86 km/h,26.00,153.3 km,24,2017,4,3
3082,142.00,17.00,1.00,35.00,,66.00,2.00,4/4/2017,37.78 km/h,32.00,173.4 km,24,2017,4,4
3083,80.00,17.00,1.00,35.00,,66.00,3.00,4/5/2017,41.08 km/h,219.00,160.5 km,24,2017,4,5
3084,52.00,17.00,1.00,35.00,,66.00,4.00,4/6/2017,39.6 km/h,65.00,174.1 km,24,2017,4,6
3085,80.00,17.00,1.00,35.00,,66.00,5.00,4/7/2017,40.61 km/h,237.00,139.8 km,24,2017,4,7
3086,0.00,17.00,1.00,35.00,,66.00,6.00,4/8/2017,46.21 km/h,0.00,27.7 km,24,2017,4,8
3087,119.00,17.00,1.00,35.00,5,14.00,0.00,4/16/2017,39.98 km/h,0.00,261 km,10,2017,4,16
3088,135.00,17.00,1.00,35.00,5,15.00,0.00,4/19/2017,38.12 km/h,0.00,200.5 km,20,2017,4,19
3089,111.00,17.00,1.00,35.00,5,16.00,0.00,4/23/2017,40.27 km/h,0.00,258 km,9,2017,4,23
3090,171.00,17.00,1.00,35.00,,35.00,1.00,5/5/2017,39.42 km/h,0.00,206 km,23,2017,5,5
3091,145.00,17.00,1.00,35.00,,35.00,2.00,5/6/2017,36.3 km/h,71.00,221 km,23,2017,5,6
3092,170.00,17.00,1.00,35.00,,35.00,3.00,5/7/2017,42.99 km/h,0.00,148 km,23,2017,5,7
3093,113.00,17.00,1.00,35.00,,35.00,4.00,5/9/2017,36.69 km/h,271.00,181 km,23,2017,5,9
3094,190.00,17.00,1.00,35.00,,35.00,5.00,5/10/2017,43.33 km/h,0.00,159 km,23,2017,5,10
3095,174.00,17.00,1.00,35.00,,35.00,6.00,5/11/2017,43.69 km/h,47.00,217 km,23,2017,5,11
3096,180.00,17.00,1.00,35.00,,35.00,7.00,5/12/2017,40.08 km/h,0.00,224 km,23,2017,5,12
3097,121.00,17.00,1.00,35.00,,35.00,8.00,5/13/2017,42.8 km/h,71.00,189 km,23,2017,5,13
3098,101.00,17.00,1.00,35.00,,35.00,9.00,5/14/2017,40.56 km/h,373.00,152 km,23,2017,5,14
3099,135.00,17.00,1.00,35.00,,35.00,10.00,5/16/2017,47.18 km/h,0.00,39.8 km,23,2017,5,16
3100,90.00,17.00,1.00,35.00,,35.00,11.00,5/17/2017,36.7 km/h,0.00,161 km,23,2017,5,17
3101,170.00,17.00,1.00,35.00,,35.00,12.00,5/18/2017,43.08 km/h,0.00,229 km,23,2017,5,18
3102,152.00,17.00,1.00,35.00,,35.00,13.00,5/19/2017,44 km/h,0.00,167 km,23,2017,5,19
3103,137.00,17.00,1.00,35.00,,35.00,14.00,5/20/2017,43.05 km/h,138.00,131 km,23,2017,5,20
3104,91.00,17.00,1.00,35.00,,35.00,15.00,5/21/2017,46.49 km/h,108.00,199 km,23,2017,5,21
3105,85.00,17.00,1.00,35.00,,35.00,16.00,5/23/2017,34.65 km/h,312.00,222 km,23,2017,5,23
3106,4.00,17.00,1.00,35.00,25,35.00,17.00,5/24/2017,38.32 km/h,85.00,219 km,23,2017,5,24
3107,46.00,17.00,1.00,35.00,,35.00,18.00,5/25/2017,35.12 km/h,237.00,137 km,23,2017,5,25
3108,117.00,17.00,1.00,35.00,,35.00,19.00,5/26/2017,39.11 km/h,0.00,191 km,23,2017,5,26
3109,80.00,17.00,1.00,35.00,,35.00,20.00,5/27/2017,38.26 km/h,181.00,190 km,23,2017,5,27
3110,108.00,17.00,1.00,35.00,20,35.00,-1.00,5/28/2017,-,0.00,0 km,23,2017,5,28
3111,99.00,17.00,1.00,35.00,,35.00,21.00,5/28/2017,53.06 km/h,0.00,29.3 km,23,2017,5,28
3112,110.00,17.00,1.00,35.00,,30.00,1.00,7/29/2017,44.25 km/h,0.00,130 km,38,2017,7,29
3113,91.00,17.00,1.00,35.00,,30.00,2.00,7/30/2017,43.61 km/h,0.00,142 km,38,2017,7,30
3114,79.00,17.00,1.00,35.00,,30.00,3.00,7/31/2017,41.69 km/h,0.00,161 km,38,2017,7,31
3115,111.00,17.00,1.00,35.00,,30.00,4.00,8/1/2017,42.15 km/h,0.00,238 km,38,2017,8,1
3116,104.00,17.00,1.00,35.00,,30.00,5.00,8/2/2017,43.4 km/h,0.00,130 km,38,2017,8,2
3117,72.00,17.00,1.00,35.00,,30.00,6.00,8/3/2017,37.94 km/h,0.00,189 km,38,2017,8,3
3118,57.00,17.00,1.00,35.00,,30.00,7.00,8/4/2017,38.53 km/h,0.00,132.5 km,38,2017,8,4
3119,68.00,17.00,1.00,35.00,5,30.00,-1.00,8/4/2017,-,0.00,0 km,38,2017,8,4
3120,112.00,17.00,1.00,35.00,,25.00,1.00,8/7/2017,46.85 km/h,0.00,179.7 km,21,2017,8,7
3121,127.00,17.00,1.00,35.00,,25.00,2.00,8/8/2017,49.24 km/h,0.00,9 km,21,2017,8,8
3122,157.00,17.00,1.00,35.00,,25.00,3.00,8/9/2017,43.93 km/h,0.00,186 km,21,2017,8,9
3123,132.00,17.00,1.00,35.00,,25.00,4.00,8/10/2017,47.18 km/h,0.00,160.7 km,21,2017,8,10
3124,122.00,17.00,1.00,35.00,,25.00,5.00,8/11/2017,44.22 km/h,0.00,164.9 km,21,2017,8,11
3125,51.00,17.00,1.00,35.00,,25.00,6.00,8/12/2017,38.79 km/h,0.00,196.9 km,21,2017,8,12
3126,76.00,17.00,1.00,35.00,5,25.00,-1.00,8/13/2017,-,0.00,0 km,21,2017,8,13
3127,66.00,17.00,1.00,35.00,,25.00,7.00,8/13/2017,47.04 km/h,0.00,193.5 km,21,2017,8,13
3699,0.00,23.00,41.00,30.00,,54.00,0.00,3/4/2017,37.14 km/h,0.00,175 km,26,2017,3,4
3700,139.00,23.00,41.00,30.00,,33.00,2.00,3/9/2017,39.06 km/h,84.00,229 km,10,2017,3,9
3701,97.00,23.00,41.00,30.00,,33.00,3.00,3/10/2017,41.92 km/h,0.00,204 km,10,2017,3,10
3702,112.00,23.00,41.00,30.00,,33.00,4.00,3/11/2017,31.34 km/h,273.00,171 km,10,2017,3,11
3703,138.00,23.00,41.00,30.00,,33.00,5.00,3/12/2017,41.79 km/h,94.00,209 km,10,2017,3,12
3704,138.00,23.00,41.00,31.00,,33.00,6.00,3/13/2017,40.4 km/h,0.00,168 km,10,2017,3,13
3705,48.00,23.00,41.00,31.00,,33.00,7.00,3/14/2017,53.36 km/h,0.00,10.05 km,10,2017,3,14
3706,108.00,23.00,41.00,31.00,5,33.00,-1.00,3/14/2017,-,0.00,0 km,10,2017,3,14
3707,87.00,23.00,41.00,31.00,3,28.00,0.00,3/22/2017,42.46 km/h,0.00,203.4 km,32,2017,3,22
3708,68.00,23.00,41.00,31.00,5,Record_Bank_20,0.00,3/24/2017,42.9 km/h,0.00,206.1 km,28,2017,3,24
3709,86.00,23.00,41.00,31.00,5,43.00,0.00,3/26/2017,44.06 km/h,0.00,249 km,23,2017,3,26
3710,0.00,23.00,41.00,31.00,,3.00,0.00,4/2/2017,40.65 km/h,0.00,260 km,20,2017,4,2
3711,68.00,23.00,41.00,31.00,5,23.00,0.00,4/9/2017,45.2 km/h,0.00,257 km,26,2017,4,9
3712,105.00,23.00,41.00,31.00,,37.00,1.00,6/10/2017,56.25 km/h,0.00,6 km,19,2017,6,10
3713,85.00,23.00,41.00,31.00,,37.00,2.00,6/11/2017,39.46 km/h,0.00,172.7 km,19,2017,6,11
3714,79.00,23.00,41.00,31.00,,37.00,3.00,6/12/2017,41.59 km/h,43.00,159.3 km,19,2017,6,12
3715,72.00,23.00,41.00,31.00,,37.00,4.00,6/13/2017,37.53 km/h,0.00,143.2 km,19,2017,6,13
3716,126.00,23.00,41.00,31.00,,37.00,5.00,6/14/2017,42.17 km/h,76.00,222 km,19,2017,6,14
3717,84.00,23.00,41.00,31.00,,37.00,6.00,6/15/2017,35.87 km/h,260.00,166.7 km,19,2017,6,15
3718,72.00,23.00,41.00,31.00,,37.00,7.00,6/16/2017,41.82 km/h,0.00,166.3 km,19,2017,6,16
3719,72.00,23.00,41.00,31.00,,37.00,8.00,6/17/2017,51.03 km/h,0.00,100 km,19,2017,6,17
3720,94.00,23.00,41.00,31.00,5,37.00,-1.00,6/18/2017,-,0.00,0 km,19,2017,6,18
3721,83.00,23.00,41.00,31.00,,37.00,9.00,6/18/2017,47.01 km/h,0.00,28.6 km,19,2017,6,18
3722,72.00,23.00,41.00,31.00,,6.00,1.00,7/1/2017,52.28 km/h,0.00,14 km,1,2017,7,1
3723,168.00,23.00,41.00,31.00,,6.00,2.00,7/2/2017,44.06 km/h,16.00,203.5 km,1,2017,7,2
3724,148.00,23.00,41.00,31.00,,6.00,3.00,7/3/2017,41.49 km/h,34.00,212.5 km,1,2017,7,3
3725,143.00,23.00,41.00,31.00,,6.00,4.00,7/4/2017,42.36 km/h,10.00,207.5 km,1,2017,7,4
3726,135.00,23.00,41.00,31.00,,6.00,5.00,7/5/2017,42.97 km/h,141.00,160.5 km,1,2017,7,5
3727,175.00,23.00,41.00,31.00,,6.00,6.00,7/6/2017,42.41 km/h,13.00,216 km,1,2017,7,6
3728,149.00,23.00,41.00,31.00,,6.00,7.00,7/7/2017,42.24 km/h,12.00,213.5 km,1,2017,7,7
3729,125.00,23.00,41.00,31.00,,6.00,8.00,7/8/2017,41.59 km/h,168.00,187.5 km,1,2017,7,8
3730,133.00,23.00,41.00,31.00,,6.00,9.00,7/9/2017,35.43 km/h,280.00,181.5 km,1,2017,7,9
3731,176.00,23.00,41.00,31.00,,6.00,10.00,7/11/2017,44.32 km/h,8.00,178 km,1,2017,7,11
3732,89.00,23.00,41.00,31.00,,6.00,11.00,7/12/2017,44.49 km/h,5.00,203.5 km,1,2017,7,12
3733,133.00,23.00,41.00,31.00,,6.00,12.00,7/13/2017,36.81 km/h,334.00,214.5 km,1,2017,7,13
3734,117.00,23.00,41.00,31.00,,6.00,13.00,7/14/2017,38.73 km/h,233.00,101 km,1,2017,7,14
3735,171.00,23.00,41.00,31.00,,6.00,14.00,7/15/2017,41.58 km/h,45.00,181.5 km,1,2017,7,15
3736,84.00,23.00,41.00,31.00,,6.00,15.00,7/16/2017,40.35 km/h,94.00,189.5 km,1,2017,7,16
3737,88.00,23.00,41.00,31.00,,6.00,16.00,7/18/2017,45.36 km/h,17.00,165 km,1,2017,7,18
3738,130.00,23.00,41.00,31.00,,6.00,17.00,7/19/2017,35.69 km/h,275.00,183 km,1,2017,7,19
3739,86.00,23.00,41.00,31.00,,6.00,18.00,7/20/2017,38.39 km/h,254.00,179.5 km,1,2017,7,20
3740,56.00,23.00,41.00,31.00,,6.00,19.00,7/21/2017,43.61 km/h,38.00,222.5 km,1,2017,7,21
3741,60.00,23.00,41.00,31.00,,6.00,20.00,7/22/2017,47.79 km/h,23.00,22.5 km,1,2017,7,22
3742,115.00,23.00,41.00,31.00,25,6.00,-1.00,7/23/2017,40.997 km/h,0.00,0 km,1,2017,7,23
3743,116.00,23.00,41.00,31.00,,6.00,21.00,7/23/2017,43.25 km/h,0.00,105 km,1,2017,7,23
3744,104.00,23.00,41.00,31.00,,25.00,1.00,8/7/2017,46.85 km/h,0.00,179.7 km,21,2017,8,7
3745,121.00,23.00,41.00,31.00,,25.00,2.00,8/8/2017,49.24 km/h,0.00,9 km,21,2017,8,8
3746,103.00,23.00,41.00,31.00,,25.00,3.00,8/9/2017,43.93 km/h,0.00,186 km,21,2017,8,9
3747,109.00,23.00,41.00,31.00,,25.00,4.00,8/10/2017,47.18 km/h,0.00,160.7 km,21,2017,8,10
3748,119.00,23.00,41.00,31.00,,25.00,5.00,8/11/2017,44.22 km/h,0.00,164.9 km,21,2017,8,11
3749,39.00,23.00,41.00,31.00,,25.00,6.00,8/12/2017,38.79 km/h,0.00,196.9 km,21,2017,8,12
3750,67.00,23.00,41.00,31.00,5,25.00,-1.00,8/13/2017,-,0.00,0 km,21,2017,8,13
3751,49.00,23.00,41.00,31.00,,25.00,7.00,8/13/2017,47.04 km/h,0.00,193.5 km,21,2017,8,13
3752,70.00,23.00,41.00,31.00,,51.00,1.00,10/10/2017,44.65 km/h,0.00,176.7 km,132,2017,10,10
3753,85.00,23.00,41.00,31.00,,51.00,2.00,10/11/2017,33.97 km/h,0.00,205 km,132,2017,10,11
3754,55.00,23.00,41.00,31.00,,51.00,3.00,10/12/2017,37.56 km/h,0.00,128.6 km,132,2017,10,12
3755,57.00,23.00,41.00,31.00,,51.00,4.00,10/13/2017,36.44 km/h,0.00,204.1 km,132,2017,10,13
3756,53.00,23.00,41.00,31.00,,51.00,5.00,10/14/2017,40.35 km/h,0.00,166 km,132,2017,10,14
3757,44.00,23.00,41.00,31.00,,51.00,6.00,10/15/2017,42.15 km/h,0.00,143.7 km,132,2017,10,15
3758,43.00,23.00,41.00,31.00,3,51.00,-1.00,10/15/2017,-,0.00,0 km,132,2017,10,15
4390,35.00,27.00,46.00,33.00,,10.00,1.00,1/17/2017,34.8 km/h,0.00,118.5 km,34,2017,1,17
4391,46.00,27.00,46.00,33.00,,10.00,2.00,1/18/2017,39.41 km/h,0.00,148.5 km,34,2017,1,18
4392,64.00,27.00,46.00,33.00,,10.00,3.00,1/19/2017,42.2 km/h,0.00,144 km,34,2017,1,19
4393,40.00,27.00,46.00,33.00,,10.00,4.00,1/20/2017,39.81 km/h,0.00,149.5 km,34,2017,1,20
4394,71.00,27.00,46.00,33.00,,10.00,5.00,1/21/2017,41.28 km/h,0.00,151.5 km,34,2017,1,21
4395,54.00,27.00,46.00,33.00,5,10.00,-1.00,1/22/2017,-,0.00,0 km,34,2017,1,22
4396,38.00,27.00,46.00,33.00,,10.00,6.00,1/22/2017,46.77 km/h,0.00,90 km,34,2017,1,22
4397,10.00,27.00,46.00,33.00,40,41.00,0.00,1/29/2017,40.25 km/h,0.00,173.9 km,49,2017,1,29
4398,72.00,27.00,46.00,33.00,,22.00,1.00,2/23/2017,40.92 km/h,0.00,189 km,20,2017,2,23
4399,141.00,27.00,46.00,33.00,,22.00,2.00,2/24/2017,44.1 km/h,0.00,153 km,20,2017,2,24
4400,73.00,27.00,46.00,33.00,,22.00,3.00,2/25/2017,40.71 km/h,120.00,186 km,20,2017,2,25
4401,122.00,27.00,46.00,33.00,,22.00,4.00,2/26/2017,46.86 km/h,0.00,143 km,20,2017,2,26
4402,73.00,27.00,46.00,33.00,3,22.00,-1.00,2/26/2017,-,0.00,0 km,20,2017,2,26
4403,77.00,27.00,46.00,33.00,3,54.00,0.00,3/4/2017,37.14 km/h,0.00,175 km,26,2017,3,4
4404,161.00,27.00,46.00,33.00,,33.00,2.00,3/9/2017,39.06 km/h,84.00,229 km,10,2017,3,9
4405,130.00,27.00,46.00,33.00,,33.00,3.00,3/10/2017,41.92 km/h,0.00,204 km,10,2017,3,10
4406,104.00,27.00,46.00,33.00,,33.00,4.00,3/11/2017,31.34 km/h,273.00,171 km,10,2017,3,11
4407,74.00,27.00,46.00,33.00,,33.00,5.00,3/12/2017,41.79 km/h,94.00,209 km,10,2017,3,12
4408,111.00,27.00,46.00,33.00,,33.00,6.00,3/13/2017,40.4 km/h,0.00,168 km,10,2017,3,13
4409,99.00,27.00,46.00,33.00,5,33.00,-1.00,3/14/2017,-,0.00,0 km,10,2017,3,14
4410,31.00,27.00,46.00,33.00,,33.00,7.00,3/14/2017,53.36 km/h,0.00,10.05 km,10,2017,3,14
4411,91.00,27.00,46.00,33.00,5,32.00,0.00,3/18/2017,40.73 km/h,0.00,291 km,9,2017,3,18
4412,32.00,27.00,46.00,33.00,,66.00,1.00,4/3/2017,40.86 km/h,26.00,153.3 km,24,2017,4,3
4413,5.00,27.00,46.00,33.00,10,66.00,2.00,4/4/2017,37.78 km/h,32.00,173.4 km,24,2017,4,4
4414,66.00,27.00,46.00,33.00,,66.00,3.00,4/5/2017,41.08 km/h,219.00,160.5 km,24,2017,4,5
4415,50.00,27.00,46.00,33.00,,66.00,4.00,4/6/2017,39.6 km/h,65.00,174.1 km,24,2017,4,6
4416,85.00,27.00,46.00,33.00,,66.00,5.00,4/7/2017,40.61 km/h,237.00,139.8 km,24,2017,4,7
4417,0.00,27.00,46.00,33.00,,66.00,6.00,4/8/2017,46.21 km/h,0.00,27.7 km,24,2017,4,8
4418,20.00,27.00,46.00,33.00,15,14.00,0.00,4/16/2017,39.98 km/h,0.00,261 km,10,2017,4,16
4419,38.00,27.00,46.00,33.00,5,15.00,0.00,4/19/2017,38.12 km/h,0.00,200.5 km,20,2017,4,19
4420,101.00,27.00,46.00,33.00,5,16.00,0.00,4/23/2017,40.27 km/h,0.00,258 km,9,2017,4,23
4421,44.00,27.00,46.00,33.00,3,44.00,0.00,5/1/2017,39.27 km/h,0.00,215.7 km,44,2017,5,1
4422,86.00,27.00,46.00,33.00,,37.00,1.00,6/10/2017,56.25 km/h,0.00,6 km,19,2017,6,10
4423,125.00,27.00,46.00,33.00,,37.00,2.00,6/11/2017,39.46 km/h,0.00,172.7 km,19,2017,6,11
4424,47.00,27.00,46.00,33.00,,37.00,3.00,6/12/2017,41.59 km/h,43.00,159.3 km,19,2017,6,12
4425,59.00,27.00,46.00,33.00,,37.00,4.00,6/13/2017,37.53 km/h,0.00,143.2 km,19,2017,6,13
4426,72.00,27.00,46.00,33.00,,37.00,5.00,6/14/2017,42.17 km/h,76.00,222 km,19,2017,6,14
4427,62.00,27.00,46.00,33.00,,37.00,6.00,6/15/2017,35.87 km/h,260.00,166.7 km,19,2017,6,15
4428,61.00,27.00,46.00,33.00,,37.00,7.00,6/16/2017,41.82 km/h,0.00,166.3 km,19,2017,6,16
4429,60.00,27.00,46.00,33.00,,37.00,8.00,6/17/2017,51.03 km/h,0.00,100 km,19,2017,6,17
4430,54.00,27.00,46.00,33.00,5,37.00,-1.00,6/18/2017,-,0.00,0 km,19,2017,6,18
4431,53.00,27.00,46.00,33.00,,37.00,9.00,6/18/2017,47.01 km/h,0.00,28.6 km,19,2017,6,18
4432,34.00,27.00,46.00,33.00,,6.00,1.00,7/1/2017,52.28 km/h,0.00,14 km,1,2017,7,1
4433,54.00,27.00,46.00,33.00,,6.00,2.00,7/2/2017,44.06 km/h,16.00,203.5 km,1,2017,7,2
4434,79.00,27.00,46.00,33.00,,6.00,3.00,7/3/2017,41.49 km/h,34.00,212.5 km,1,2017,7,3
4435,165.00,27.00,46.00,33.00,,6.00,4.00,7/4/2017,42.36 km/h,10.00,207.5 km,1,2017,7,4
4436,90.00,27.00,46.00,33.00,,6.00,5.00,7/5/2017,42.97 km/h,141.00,160.5 km,1,2017,7,5
4437,121.00,27.00,46.00,33.00,,6.00,6.00,7/6/2017,42.41 km/h,13.00,216 km,1,2017,7,6
4438,141.00,27.00,46.00,33.00,,6.00,7.00,7/7/2017,42.24 km/h,12.00,213.5 km,1,2017,7,7
4439,93.00,27.00,46.00,33.00,,6.00,8.00,7/8/2017,41.59 km/h,168.00,187.5 km,1,2017,7,8
4440,53.00,27.00,46.00,33.00,,6.00,9.00,7/9/2017,35.43 km/h,280.00,181.5 km,1,2017,7,9
4441,132.00,27.00,46.00,33.00,,6.00,10.00,7/11/2017,44.32 km/h,8.00,178 km,1,2017,7,11
4442,148.00,27.00,46.00,33.00,,6.00,11.00,7/12/2017,44.49 km/h,5.00,203.5 km,1,2017,7,12
4443,96.00,27.00,46.00,33.00,,6.00,12.00,7/13/2017,36.81 km/h,334.00,214.5 km,1,2017,7,13
4444,91.00,27.00,46.00,33.00,,6.00,13.00,7/14/2017,38.73 km/h,233.00,101 km,1,2017,7,14
4445,15.00,27.00,46.00,33.00,1,6.00,14.00,7/15/2017,41.58 km/h,45.00,181.5 km,1,2017,7,15
4446,100.00,27.00,46.00,33.00,,6.00,15.00,7/16/2017,40.35 km/h,94.00,189.5 km,1,2017,7,16
4447,80.00,27.00,46.00,33.00,,6.00,16.00,7/18/2017,45.36 km/h,17.00,165 km,1,2017,7,18
4448,138.00,27.00,46.00,33.00,,6.00,17.00,7/19/2017,35.69 km/h,275.00,183 km,1,2017,7,19
4449,79.00,27.00,46.00,33.00,,6.00,18.00,7/20/2017,38.39 km/h,254.00,179.5 km,1,2017,7,20
4450,145.00,27.00,46.00,33.00,,6.00,19.00,7/21/2017,43.61 km/h,38.00,222.5 km,1,2017,7,21
